message.unassigned; This task is unassigned.; Denne opgave er ikke tildelt.; {alfresco/site-webscripts/org/alfresco/components/workflow/task-edit-header.get.properties}message.unassigned;;;
message.unknown.progress; Unknown progress status returned; Ukendt fremgangsstatus returneret; {alfresco/site-webscripts/org/alfresco/components/download/archive-and-download.get.properties}message.unknown.progress;;;
message.unlinkRules-failure; Could not unlink folder; Kunne ikke fjerne link; {alfresco/site-webscripts/org/alfresco/components/rules/rules-linked.get.properties}message.unlinkRules-failure;;;
message.unlock-document.failure; Could not unlock ''{0}''.;Kunne ikke låse ''{0}'' op.; {alfresco/messages/slingshot.properties}message.unlock-document.failure;;;
message.unlock-document.success; Editing ''{0}'' has been unlocked.;''{0}'' er låst op for redigering; {alfresco/messages/slingshot.properties}message.unlock-document.success;;;
message.unpublishExternal.failure; Unable to remove external post; Kunne ikke fjerne ekstern post; {alfresco/site-webscripts/org/alfresco/components/blog/postlist.get.properties}message.unpublishExternal.failure;;;
message.unpublishExternal.failure; Unable to remove external post; Kunne ikke fjerne ekstern post; {alfresco/site-webscripts/org/alfresco/components/blog/postview.get.properties}message.unpublishExternal.failure;;;
message.unpublishExternal.success; External blog post removed; Ekstern blogpost fjernet; {alfresco/site-webscripts/org/alfresco/components/blog/postlist.get.properties}message.unpublishExternal.success;;;
message.unpublishExternal.success; External blog post removed; Ekstern blogpost fjernet; {alfresco/site-webscripts/org/alfresco/components/blog/postview.get.properties}message.unpublishExternal.success;;;
message.unsavedChanges.blog; Your blog post has unsaved changes.; Din blogpost har ikke gemte \u00e6ndringer.; {alfresco/messages/slingshot.properties}message.unsavedChanges.blog;;;
message.unsavedChanges.comment; Your comment has not been saved yet.; Din kommentar er ikke gemt endnu.; {alfresco/messages/slingshot.properties}message.unsavedChanges.comment;;;
message.unsavedChanges.discussion; Your discussion topic has unsaved changes.; Din diskussionsemne har ikke gemte \u00e6ndringer.; {alfresco/messages/slingshot.properties}message.unsavedChanges.discussion;;;
message.unsavedChanges.reply; Your topic reply has unsaved changes.; Din emnesvar har ikke gemte \u00e6ndringer.; {alfresco/messages/slingshot.properties}message.unsavedChanges.reply;;;
message.unsavedChanges.wiki; Your wiki article has unsaved changes.; Din wiki artikel har ikke gemte \u00e6ndringer.; {alfresco/messages/slingshot.properties}message.unsavedChanges.wiki;;;
message.unsync.confirm; Are you sure you want to unsync ''{0}''?; Er du sikker p\u00e5 at du vil fjerne synkroniseringen fra ''{0}''?; {alfresco/messages/slingshot.properties}message.unsync.confirm;;;
message.unsync.failure; Could not remove sync; Kunne ikke fjerne synkronisering; {alfresco/messages/slingshot.properties}message.unsync.failure;;;
message.unsync.success; Sync has been removed; Synkronisering er blevet fjernet; {alfresco/messages/slingshot.properties}message.unsync.success;;;
message.update-failure; Failed to update the details for group ''{0}''.; Opdatering af gruppedetaljer for gruppe ''{0}'' fejlede.; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/groups.get.properties}message.update-failure;;;
message.update-failure; We couldn''t update the details for user {0}.; Opdatering af detaljer for bruger{0} fejlede.; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/users.get.properties}message.update-failure;;;
message.update-success; Successfully updated group.; Opdatering af gruppe ''{0}'' lykkedes.; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/groups.get.properties}message.update-success;;;
message.update-success; Successfully updated the user.; Opdatering af bruger lykkedes; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/users.get.properties}message.update-success;;;
message.updateExternal.failure; Unable to update external post; Kunne ikke opdatere ekstern post; {alfresco/site-webscripts/org/alfresco/components/blog/postlist.get.properties}message.updateExternal.failure;;;
message.updateExternal.failure; Unable to update external post; Kunne ikke opdatere ekstern post; {alfresco/site-webscripts/org/alfresco/components/blog/postview.get.properties}message.updateExternal.failure;;;
message.updateExternal.failure; Post saved but unable to update external blog; Post gemt, men kunne ikke opdatere ekstern blog; {alfresco/site-webscripts/org/alfresco/components/blog/postedit.get.properties}message.updateExternal.failure;;;
message.updateExternal.success; External blog post updated; Ekstern blogpost opdateret; {alfresco/site-webscripts/org/alfresco/components/blog/postlist.get.properties}message.updateExternal.success;;;
message.updateExternal.success; External blog post updated; Ekstern blogpost opdateret; {alfresco/site-webscripts/org/alfresco/components/blog/postview.get.properties}message.updateExternal.success;;;
message.updateExternal.success; External blog post updated; Ekstern blogpost opdateret; {alfresco/site-webscripts/org/alfresco/components/blog/postedit.get.properties}message.updateExternal.success;;;
message.updating; Updating rule...; Opdaterer regel...; {alfresco/site-webscripts/org/alfresco/components/rules/rule-edit.get.properties}message.updating;;;
message.uploading; Document is being uploaded...; Dokument overf\u00f8res...; {alfresco/site-webscripts/org/alfresco/components/upload/html-upload.get.properties}message.uploading;;;
message.usage; Search to find groups you know. Click 'Browse' to create new groups or browse groups hierarchically.; S\u00f8g for at finde grupper du kender. Klik 'Gennemse' for at oprette nye grupper eller gennemse g; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/groups.get.properties}message.usage;;;
message.valid; Cloud Account Connected; Sky konto forbundet; {alfresco/site-webscripts/org/alfresco/components/profile/user-cloud-auth.get.properties}message.valid;;;
message.validated; Checking your credentials...; Checker dine akkreditiver...; {alfresco/site-webscripts/org/alfresco/components/profile/user-cloud-auth.get.properties}message.validated;;;
message.viewInCloud.failure; Unable to retrieve URL. Check sync status.; Kunne ikke hente URL. Check synkroniseringsstatus.; {alfresco/messages/slingshot.properties}message.viewInCloud.failure;;;
message.visibility-header-label; Visibility; Synlighed; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/manage-sites.get.properties}message.visibility-header-label;;;
message.wait; Please wait...; V\u00e6r venlig at vente...; {alfresco/site-webscripts/org/alfresco/components/links/linksview.get.properties}message.wait;;;
message.wait; wait; vent; {alfresco/site-webscripts/org/alfresco/components/links/links.get.properties}message.wait;;;
message.wait; Please wait...; V\u00e6r venlig at vente...; {alfresco/site-webscripts/org/alfresco/components/discussions/topic.get.properties}message.wait;;;
message.wait; Please wait...; V\u00e6r venlig at vente...; {alfresco/site-webscripts/org/alfresco/components/discussions/topiclist.get.properties}message.wait;;;
message.wait; Please wait...; V\u00e6r venlig at vente...; {alfresco/site-webscripts/org/alfresco/components/comments/comments-list.get.properties}message.wait;;;
message.wait; Please wait...; V\u00e6r venlig at vente...; {alfresco/site-webscripts/org/alfresco/components/blog/postlist.get.properties}message.wait;;;
message.wait; Please wait...; V\u00e6r venlig at vente...; {alfresco/site-webscripts/org/alfresco/components/blog/postview.get.properties}message.wait;;;
message.wait; Please wait...; V\u00e6r venlig at vente...; {alfresco/site-webscripts/org/alfresco/components/blog/comments.get.properties}message.wait;;;
message.workflow.failure; Could not assign workflow; Kunne ikke tildele workflow; {alfresco/site-webscripts/org/alfresco/modules/documentlibrary/workflow.get.properties}message.workflow.failure;;;
message.workflow.success; Successfully assigned {0} item(s) to workflow; Lykkedes at tildele {0} post(er) til workflow; {alfresco/site-webscripts/org/alfresco/modules/documentlibrary/workflow.get.properties}message.workflow.success;;;
message.workspaceFavourite.failure; The favorite setting for the document workspace could not be saved; Favorit indstillingen for dokument arbejdspladsen kunne ikke gemmes; {alfresco/site-webscripts/org/alfresco/components/dashlets/my-workspaces.get.properties}message.workspaceFavourite.failure;;;
message.zeroByteFileSelected; File {0} is 0b in size and cannot be uploaded.; Filen {0} fylder 0b og kan ikke uploades.; {alfresco/site-webscripts/org/alfresco/components/upload/dnd-upload.get.properties}message.zeroByteFileSelected;;;
message.zeroByteFileSelected; You selected file {0}. It is 0 bytes in size and cannot be uploaded.; Du valgte fil {0}. Den er 0 bytes i st\u00f8rrelse og kan ikke overf\u00f8res.; {alfresco/site-webscripts/org/alfresco/components/upload/flash-upload.get.properties}message.zeroByteFileSelected;;;
message.zeroByteFileSelected; File is 0b in size and cannot be uploaded.; Filen fylder 0b og kan ikke uploades.; {alfresco/site-webscripts/org/alfresco/components/upload/html-upload.get.properties}message.zeroByteFileSelected;;;
message.zeroByteFiles; The following cannot be uploaded because they are either folders or are zero bytes in size: {0}; F\u00f8lgende kan ikke overf\u00f8res fordi de er enten mapper eller nul bytes i st\u00f8rrelse: {0}; {alfresco/site-webscripts/org/alfresco/components/upload/dnd-upload.get.properties}message.zeroByteFiles;;;
module-package.description; Description;Beskrivelse; {alfresco/site-webscripts/org/alfresco/components/console/module-package.get.properties}module-package.description;;;
module-package.no-modules; No Module Packages Found;Ingen moduler fundet; {alfresco/site-webscripts/org/alfresco/components/console/module-package.get.properties}module-package.no-modules;;;
module-package.page.title; Module Browser;Modulbrowser; {alfresco/site-webscripts/org/alfresco/components/console/module-package.get.properties}module-package.page.title;;;
module-package.title; Title;Titel; {alfresco/site-webscripts/org/alfresco/components/console/module-package.get.properties}module-package.title;;;
module-package.version; Version;Version; {alfresco/site-webscripts/org/alfresco/components/console/module-package.get.properties}module-package.version;;;
more.activities; {0} more;{0} aktiviter til; {alfresco/site-webscripts/org/alfresco/components/dashlets/activity-list.get.properties}more.activities;;;
move.button; Move; Flyt; {alfresco/site-webscripts/org/alfresco/modules/documentlibrary/copy-move-to.get.properties}move.button;;;
move.message.exists.failure.file; The move could not be completed. A file with the same name already exists; Flytningen kunne ikke gennemf\u00f8res. En fil med dette navn eksisterer allerede; {alfresco/site-webscripts/org/alfresco/modules/documentlibrary/copy-move-to.get.properties}move.message.exists.failure.file;;;
move.message.exists.failure.folder; The move could not be completed. A folder with the same name already exists; Flytningen kunne ikke gennemf\u00f8res. En folder med dette navn eksisterer allerede; {alfresco/site-webscripts/org/alfresco/modules/documentlibrary/copy-move-to.get.properties}move.message.exists.failure.folder;;;
